date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
14/5/18,24,24,22,22,21,20,28,62,126,185,363,327,347,312,362,327,346,444,195,104,105,79,71,38
15/5/18,25,24,19,19,22,25,28,60,110,174,153,202,235,187,194,204,207,192,201,97,78,77,65,36
16/5/18,28,24,24,25,21,27,29,62,134,165,182,222,208,219,232,234,198,203,169,114,79,73,57,37
17/5/18,26,27,21,24,26,29,29,96,123,138,190,196,182,197,221,238,216,214,162,119,86,72,63,31
18/5/18,29,22,21,23,22,20,30,65,119,173,202,214,224,207,356,318,380,184,143,116,84,68,64,36
19/5/18,26,26,26,26,24,32,34,42,59,78,96,89,99,95,92,87,96,106,76,65,55,44,48,34
20/5/18,28,22,25,23,23,22,24,29,40,44,43,49,49,52,58,58,46,46,39,36,30,45,34,25
21/5/18,23,19,20,16,16,16,22,57,141,163,182,227,205,198,210,240,219,199,151,105,86,68,59,39
22/5/18,25,25,32,18,19,23,35,64,110,139,172,201,221,235,228,232,217,215,172,108,81,85,70,39
23/5/18,22,25,20,25,23,28,30,72,111,152,190,198,212,192,218,205,206,179,157,105,82,85,57,34
24/5/18,21,27,33,30,23,29,32,62,126,186,208,222,196,223,243,235,228,229,159,106,76,66,55,36
25/5/18,27,25,21,16,17,17,25,53,148,130,263,297,310,254,316,291,298,301,298,300,67,64,55,38
26/5/18,30,26,27,24,25,26,22,35,58,65,82,90,83,90,95,124,80,74,72,53,49,59,37,23
27/5/18,27,19,22,21,21,18,22,22,34,33,41,47,42,45,46,49,53,59,42,38,37,31,30,26
28/5/18,19,22,17,19,18,21,21,58,108,138,175,189,179,207,218,208,194,175,161,107,68,63,57,41
29/5/18,30,30,29,28,25,27,28,23,38,46,53,286,279,285,298,336,314,317,299,292,57,43,40,30
30/5/18,25,23,21,19,24,22,20,50,114,143,168,198,185,213,196,211,189,205,165,121,89,65,60,39
31/5/18,31,27,26,22,25,23,28,75,125,164,193,214,200,224,205,234,237,233,172,122,138,104,91,42
1/6/18,36,28,28,26,31,28,26,72,114,156,178,248,246,205,196,203,219,189,117,92,68,80,65,31
2/6/18,21,26,34,24,19,21,21,36,44,47,58,63,68,81,86,97,100,93,62,71,48,43,34,36
3/6/18,27,26,27,23,24,19,27,26,37,42,50,46,52,57,66,60,56,57,47,45,48,44,33,29
4/6/18,21,20,19,18,18,19,24,50,100,150,194,217,236,229,215,215,217,210,242,118,88,98,62,42
5/6/18,24,25,23,27,26,24,36,57,124,157,174,203,207,197,191,201,172,157,141,87,61,87,50,35
6/6/18,26,27,22,20,22,25,24,52,114,133,164,196,206,233,206,216,203,196,154,94,94,83,84,54
7/6/18,29,25,25,22,23,23,34,64,130,164,187,207,193,205,201,220,203,186,185,113,82,132,65,45
8/6/18,31,30,29,34,27,35,40,70,138,146,170,160,162,184,179,191,184,184,140,88,64,54,52,56
9/6/18,36,22,22,21,25,23,27,44,51,57,66,306,341,317,305,270,287,229,65,60,43,44,44,33
10/6/18,24,20,23,23,23,26,22,32,40,46,55,63,49,57,46,56,65,53,55,45,52,56,29,29
11/6/18,25,25,21,20,21,26,30,73,139,140,172,188,180,208,175,192,183,167,159,128,79,68,59,32
12/6/18,28,29,28,24,24,25,26,55,104,147,179,190,177,185,181,176,188,183,170,98,97,80,92,33
